subject,group,window_size,window_dur_s,strategy,attend_side,difficulty,score,r_att,r_ign,delta_r,correct,r_att_std,r_ign_std
sub-001,HI,32,1600,average,,,,0.09177304333763378,0.050582398042082505,0.041190645295551276,True,0.05345074540036035,0.04553734238094991
sub-002,HI,32,1600,average,,,,0.14208446107940595,0.05097824344819645,0.09110621763120949,True,0.07528822677259675,0.04238694507406448
sub-003,HI,32,1600,average,,,,0.04144243479085976,0.05765457250020174,-0.016212137709341982,False,0.030631097287132366,0.04010627632273615
sub-004,HI,32,1600,average,,,,0.08609112371838513,0.053858918037280296,0.03223220568110484,True,0.06033474531471477,0.04675900363219824
sub-005,HI,32,1600,average,,,,0.0800134864241282,0.04428427946135115,0.03572920696277705,True,0.06019327729407106,0.03316624708133204
sub-006,HI,32,1600,average,,,,0.07969850820269181,0.0566121118152937,0.02308639638739811,True,0.046643890462984165,0.04234527647901254
sub-007,HI,32,1600,average,,,,0.06939624971427615,0.0542946066984097,0.015101643015866445,True,0.04662570849854783,0.03787273209922893
sub-008,HI,32,1600,average,,,,0.05986817687410862,0.06269323231553958,-0.002825055441430961,False,0.05082193533419036,0.04043562961958697
sub-009,HI,32,1600,average,,,,0.1001047316880657,0.04362618531464222,0.056478546373423484,True,0.05490464162691575,0.03474416326054301
sub-010,HI,32,1600,average,,,,0.09543607994943124,0.049296823401512146,0.04613925654791909,True,0.04282331785230598,0.04324496816685222
sub-011,HI,32,1600,average,,,,0.06464928629014782,0.07546119104997162,-0.010811904759823798,False,0.05017933850225835,0.05735735258099742
sub-012,HI,32,1600,average,,,,0.07327574150932493,0.07458539206581183,-0.0013096505564868938,False,0.050186988612784006,0.04685925754526659
sub-013,HI,32,1600,average,,,,0.07162381088902112,0.051053404355736944,0.020570406533284173,True,0.050941480351141516,0.041746689084130414
sub-014,HI,32,1600,average,,,,0.06400513789711186,0.04285932956643661,0.021145808330675253,True,0.042681883923727765,0.03279848254522542
sub-015,HI,32,1600,average,,,,0.06156496673971788,0.05324593810138262,0.008319028638335266,True,0.04643982917804942,0.036309484427443646
sub-016,HI,32,1600,average,,,,0.06336463318895913,0.08317364479434795,-0.019809011605388824,False,0.04575767686529714,0.05554521366964607
sub-017,HI,32,1600,average,,,,0.06992828170061341,0.06482696742913532,0.005101314271478086,True,0.04925906636298624,0.04584649654068288
sub-018,HI,32,1600,average,,,,0.07992006271988202,0.06784143020913867,0.012078632510743342,True,0.05986152060245222,0.04579329275861698
sub-019,HI,32,1600,average,,,,0.07230032602200119,0.05743247757177808,0.014867848450223112,True,0.04444569871844457,0.043965066093656364
sub-020,HI,32,1600,average,,,,0.1033959477373948,0.06721476835595015,0.03618117938144465,True,0.06673018938782461,0.04393995940490281
sub-041,HI,32,1600,average,,,,0.1586349712552066,0.05098804618477832,0.10764692507042828,True,0.07844711721936316,0.03559823561805039
sub-042,HI,32,1600,average,,,,0.08744762225508655,0.05836748279683573,0.029080139458250824,True,0.0568121009714644,0.04077902892751746
