subject,group,window_size,window_dur_s,strategy,attend_side,difficulty,score,r_att,r_ign,delta_r,correct,r_att_std,r_ign_std
sub-001,HI,4,200,average,,,,0.09477762811494947,0.01596459580641025,0.07881303230853923,True,0.05231580670749889,0.010861401080244441
sub-001,HI,4,200,average,,,,0.12930606379709447,0.021066695029054994,0.10823936876803948,True,0.0418612114576806,0.009708392115686162
sub-001,HI,4,200,average,,,,0.030246473650133412,0.04480198412522526,-0.014555510475091845,False,0.015329980922804258,0.013083159176737233
sub-001,HI,4,200,average,,,,0.12964659609966017,0.06612089886583089,0.06352569723382928,True,0.058439657265088915,0.024782133355438603
sub-001,HI,4,200,average,,,,0.09170500549748235,0.08696420116350934,0.004740804333973017,True,0.06009287299501637,0.06200390243466167
sub-001,HI,4,200,average,,,,0.07369399724357475,0.01706346376089016,0.0566305334826846,True,0.048907843900465604,0.011932921360119482
sub-001,HI,4,200,average,,,,0.0736039442903069,0.06840147042530265,0.005202473865004248,True,0.00522151138288744,0.030955706254708438
sub-001,HI,4,200,average,,,,0.11120463800786874,0.08427587516043653,0.026928762847432217,True,0.031838917980146854,0.06634880999543973
sub-002,HI,4,200,average,,,,0.2478562033297311,0.06877133597022564,0.17908486735950546,True,0.06682146282407339,0.016301770022025867
sub-002,HI,4,200,average,,,,0.16423914055766387,0.08266868872713923,0.08157045183052464,True,0.05483898425189329,0.06813039222154026
sub-002,HI,4,200,average,,,,0.10849157117187386,0.04689517440896654,0.06159639676290732,True,0.03615928382269326,0.02651135676513323
sub-002,HI,4,200,average,,,,0.07271780873186018,0.08832244983950784,-0.015604641107647657,False,0.037478344746720786,0.037551027864736554
sub-002,HI,4,200,average,,,,0.17163808941749648,0.0271109735360021,0.14452711588149436,True,0.05265693912763591,0.01615503003176269
sub-002,HI,4,200,average,,,,0.1679320383569488,0.004759102774120364,0.16317293558282844,True,0.04004777691131996,0.006177775812934985
sub-002,HI,4,200,average,,,,0.06978499062483458,0.04871531701548819,0.02106967360934639,True,0.05824136689014057,0.029776852551700837
sub-002,HI,4,200,average,,,,0.13401584644483877,0.04058290531412165,0.09343294113071712,True,0.0542293633863165,0.02481542196344167
sub-003,HI,4,200,average,,,,0.03726675143316181,0.058046497509849006,-0.020779746076687193,False,0.04353558862460913,0.01923886780960292
sub-003,HI,4,200,average,,,,0.06269164706754818,0.07179506745303452,-0.009103420385486338,False,0.035520228868929166,0.0317267211686356
sub-003,HI,4,200,average,,,,0.03105068781612115,0.0759811702528309,-0.044930482436709746,False,0.00940919375338294,0.04611374255124755
sub-003,HI,4,200,average,,,,0.02740740973357641,0.022489538563167526,0.004917871170408882,True,0.030249111725087173,0.01627935934409608
sub-003,HI,4,200,average,,,,0.04194995518599499,0.07307184327749962,-0.03112188809150463,False,0.02502613179349225,0.04434487407522018
sub-003,HI,4,200,average,,,,0.04269114641884564,0.06298189972319476,-0.020290753304349124,False,0.02593465310009919,0.04596039425971872
sub-003,HI,4,200,average,,,,0.05474607230132126,0.05861781730207345,-0.003871745000752193,False,0.02974374188391079,0.04104064015161256
sub-003,HI,4,200,average,,,,0.03373580837030865,0.03825274591996412,-0.0045169375496554726,False,0.012239364891274874,0.030343884566540802
sub-004,HI,4,200,average,,,,0.07712890116631678,0.02459865475550027,0.05253024641081651,True,0.048815096874788466,0.01742947503673593
sub-004,HI,4,200,average,,,,0.03656286859439404,0.05752605349230394,-0.020963184897909902,False,0.014349735636047509,0.03321949729723912
sub-004,HI,4,200,average,,,,0.06347345560641209,0.04583148848374038,0.017641967122671708,True,0.05687031658493179,0.01678113544000141
sub-004,HI,4,200,average,,,,0.12281278864255907,0.03245524626481915,0.09035754237773991,True,0.018239722981003747,0.022999486963614844
sub-004,HI,4,200,average,,,,0.13079216419467304,0.09084425871445659,0.039947905480216456,True,0.08197928338203457,0.06177587621743213
sub-004,HI,4,200,average,,,,0.08568658048071096,0.0317436206589413,0.05394295982176966,True,0.061834642005534915,0.019590000298067362
sub-004,HI,4,200,average,,,,0.13633154091860136,0.11208223711825399,0.02424930380034737,True,0.015824335564845485,0.05850337410104213
sub-004,HI,4,200,average,,,,0.03594069014341372,0.03578978481022678,0.0001509053331869431,True,0.027222164308428564,0.026173290550532746
sub-005,HI,4,200,average,,,,0.06590284226133639,0.04028247881407555,0.02562036344726084,True,0.031183871710456022,0.014083564606054606
sub-005,HI,4,200,average,,,,0.05922283292407366,0.02329199172059281,0.03593084120348085,True,0.04259244644422079,0.000980974737376589
sub-005,HI,4,200,average,,,,0.08675170652573082,0.04900722762975783,0.03774447889597299,True,0.0646791863036154,0.03308114511502639
sub-005,HI,4,200,average,,,,0.1302276283623513,0.05314456398634389,0.07708306437600741,True,0.0856341633362881,0.021872766150532817
sub-005,HI,4,200,average,,,,0.05145473751306296,0.0431673885160751,0.00828734899698786,True,0.03124807912561852,0.017512056787817365
