subject,group,window_size,window_dur_s,strategy,attend_side,difficulty,score,r_att,r_ign,delta_r,correct,r_att_std,r_ign_std
sub-021,NH,32,1600,average,,,,0.10257471851279201,0.05530275177553191,0.047271966737260106,True,0.05282423365939867,0.038047945266078964
sub-022,NH,32,1600,average,,,,0.08426927442831626,0.060773921437400284,0.02349535299091598,True,0.055566720456040525,0.03930342933810049
sub-023,NH,32,1600,average,,,,0.07700823608612935,0.04754311703326361,0.029465119052865738,True,0.04460862707911127,0.03956521586330403
sub-025,NH,32,1600,average,,,,0.0870492022456615,0.048372274731618814,0.03867692751404268,True,0.06775412406811866,0.03772385706641099
sub-026,NH,32,1600,average,,,,0.06659006105257635,0.06560444420907524,0.000985616843501111,True,0.06422214407513102,0.04403005174473898
sub-027,NH,32,1600,average,,,,0.07204182762730658,0.04882235767030182,0.023219469957004767,True,0.04441036850059115,0.045057011076497476
sub-028,NH,32,1600,average,,,,0.07292430177713598,0.05981634428320854,0.013107957493927437,True,0.05606264682916403,0.04710204359980153
sub-029,NH,32,1600,average,,,,0.0804139021254533,0.05333887231540652,0.027075029810046773,True,0.05585210445948912,0.04161434096831937
sub-030,NH,32,1600,average,,,,0.06320114669160096,0.05318113555736083,0.010020011134240128,True,0.04737560867938551,0.042240615378251946
sub-031,NH,32,1600,average,,,,0.07656802042508733,0.0770770963105295,-0.0005090758854421756,False,0.051609703819478665,0.06388375327889344
sub-032,NH,32,1600,average,,,,0.08978810113235543,0.05277943661528005,0.03700866451707538,True,0.05367402870074113,0.04579928661395836
sub-033,NH,32,1600,average,,,,0.0728512989552688,0.05819096945071693,0.014660329504551872,True,0.051314679665408446,0.05028613096299335
sub-034,NH,32,1600,average,,,,0.10056351093023896,0.04315944434964236,0.0574040665805966,True,0.06075420371988778,0.036304858143776195
sub-035,NH,32,1600,average,,,,0.06634326123899126,0.06035130964634901,0.00599195159264225,True,0.046904269979098384,0.04357002500996917
sub-036,NH,32,1600,average,,,,0.05959088497771889,0.04932359873587182,0.01026728624184707,True,0.044832081081953024,0.03864515342638942
sub-037,NH,32,1600,average,,,,0.10378829770755375,0.06598588142702208,0.03780241628053167,True,0.06329952210759097,0.057019572964393195
sub-038,NH,32,1600,average,,,,0.08219034328876187,0.050189013128044205,0.03200133016071767,True,0.05500587892669344,0.03547018763300764
sub-039,NH,32,1600,average,,,,0.04815644497853127,0.05850862631524968,-0.010352181336718412,False,0.03788625377132568,0.03627127233556855
sub-040,NH,32,1600,average,,,,0.144724763738208,0.059582576669329174,0.08514218706887883,True,0.05633860360194938,0.03800602453701898
sub-043,NH,32,1600,average,,,,0.12295230993541914,0.062058087670363096,0.060894222265056044,True,0.07517115344579199,0.044259385494163646
sub-044,NH,32,1600,average,,,,0.05612739805118955,0.06666094487930227,-0.010533546828112722,False,0.0458589007719732,0.04954672351532731
