subject,group,window_size,window_dur_s,strategy,attend_side,difficulty,score,r_att,r_ign,delta_r,correct,r_att_std,r_ign_std
sub-021,NH,4,200,average,,,,0.07901894082228611,0.05537550032827345,0.02364344049401266,True,0.040919843092973814,0.026210410096068268
sub-021,NH,4,200,average,,,,0.06505559136851519,0.05459632470169847,0.010459266666816715,True,0.05037963835664818,0.04360048377637471
sub-021,NH,4,200,average,,,,0.10384416539633314,0.05267153739452621,0.05117262800180693,True,0.03597731413713271,0.014018441651966302
sub-021,NH,4,200,average,,,,0.10022882349553863,0.05369805526846206,0.04653076822707657,True,0.03125026162755614,0.03451758674446124
sub-021,NH,4,200,average,,,,0.1037628743988632,0.03248259927315299,0.07128027512571021,True,0.044479079690392144,0.030093412414944464
sub-021,NH,4,200,average,,,,0.0959679465309372,0.04485987962709383,0.05110806690384337,True,0.04386981696593277,0.03262701288583705
sub-021,NH,4,200,average,,,,0.11521794609857114,0.10055648285568469,0.014661463242886447,True,0.049510801098714495,0.049809555722895235
sub-021,NH,4,200,average,,,,0.15750145999129153,0.04818163475536356,0.10931982523592798,True,0.06552791333994484,0.0203874336561341
sub-022,NH,4,200,average,,,,0.06074361041487952,0.06773821744057702,-0.0069946070256975,False,0.04809537743625157,0.018758270321206513
sub-022,NH,4,200,average,,,,0.07835436041747426,0.07804157295303438,0.00031278746443988426,True,0.02579011852964727,0.04212365388555478
sub-022,NH,4,200,average,,,,0.08122611093005173,0.06905357194061709,0.012172538989434642,True,0.05282191252225065,0.05551765369412921
sub-022,NH,4,200,average,,,,0.07154892454979551,0.04361638114966822,0.027932543400127297,True,0.03243504515999988,0.015568485639752898
sub-022,NH,4,200,average,,,,0.0564588078152016,0.07581206164752899,-0.01935325383232739,False,0.059903678785923696,0.03750365136940123
sub-022,NH,4,200,average,,,,0.09694510824521355,0.07841524488935081,0.018529863355862736,True,0.015858530665344216,0.02945739479679084
sub-022,NH,4,200,average,,,,0.15964970940763828,0.044203408704938024,0.11544630070270026,True,0.054561001850060305,0.04393664382734003
sub-022,NH,4,200,average,,,,0.06922756364627562,0.029310912773487737,0.03991665087278788,True,0.058837755814473675,0.013822138347761238
sub-023,NH,4,200,average,,,,0.09727968273233582,0.05395494488312374,0.043324737849212085,True,0.04386943820865775,0.06305195263917804
sub-023,NH,4,200,average,,,,0.07410122440317708,0.04282041141978226,0.03128081298339482,True,0.017843734684803145,0.022730736475048786
sub-023,NH,4,200,average,,,,0.0989986462511217,0.04281577225139682,0.05618287399972488,True,0.044084188293262015,0.029114082239671032
sub-023,NH,4,200,average,,,,0.07346327841345884,0.047709517835756686,0.025753760577702157,True,0.06278951420403911,0.040175005158964744
sub-023,NH,4,200,average,,,,0.08422773385122297,0.03971627409232332,0.04451145975889965,True,0.03895473655377031,0.01704046276676989
sub-023,NH,4,200,average,,,,0.08019602610234725,0.05767279416285537,0.022523231939491878,True,0.043732924499900586,0.06249699961499437
sub-023,NH,4,200,average,,,,0.04356279257814708,0.04353174336191998,3.104921622710394e-05,True,0.036960715592661036,0.022358070107561197
sub-023,NH,4,200,average,,,,0.06423650435722401,0.05212347825895072,0.012113026098273291,True,0.02710925788006265,0.024217499115453966
sub-024,NH,4,200,average,,,,0.055497416359795944,0.05197201507875965,0.003525401281036296,True,0.032212192522642825,0.010378538396144192
sub-024,NH,4,200,average,,,,0.13619909313376416,0.06536458392038008,0.07083450921338408,True,0.059852341200411455,0.03589815326212097
sub-024,NH,4,200,average,,,,0.11712815670587945,0.03971815208135368,0.07741000462452577,True,0.05492579028195188,0.027812400921248117
sub-024,NH,4,200,average,,,,0.12882109855795937,0.08229274670122344,0.04652835185673593,True,0.03676642183037527,0.04093385600305744
sub-024,NH,4,200,average,,,,0.1063312248229091,0.026977088539631273,0.07935413628327784,True,0.046552304602524894,0.018260104949728868
sub-024,NH,4,200,average,,,,0.14140420148968708,0.0400133756856899,0.10139082580399718,True,0.018422222459160816,0.03010395007960815
sub-025,NH,4,200,average,,,,0.0627355335605968,0.08005485161046835,-0.01731931804987155,False,0.04226575801085007,0.053496217218913185
sub-025,NH,4,200,average,,,,0.04938963367063004,0.05076145618936187,-0.00137182251873183,False,0.0225717604287397,0.035418353726570456
sub-025,NH,4,200,average,,,,0.07382000304048428,0.021218913882321368,0.05260108915816291,True,0.04745648069002495,0.013746101315764805
